paper1,paper2,coupling_strength
https://openalex.org/W2789275349,https://openalex.org/W3008352878,2
https://openalex.org/W2767698603,https://openalex.org/W3082361867,2
https://openalex.org/W2767698603,https://openalex.org/W3032488597,2
https://openalex.org/W2767698603,https://openalex.org/W3008406854,2
https://openalex.org/W2597608082,https://openalex.org/W3194468518,2
https://openalex.org/W2597608082,https://openalex.org/W3011459318,2
https://openalex.org/W2597608082,https://openalex.org/W3008406854,2
https://openalex.org/W2597608082,https://openalex.org/W2805382151,2
https://openalex.org/W2596589504,https://openalex.org/W2789275349,2
https://openalex.org/W2007201594,https://openalex.org/W2558617245,2
https://openalex.org/W2007201594,https://openalex.org/W2554086314,2
https://openalex.org/W2578695135,https://openalex.org/W2803456993,2
https://openalex.org/W2574314595,https://openalex.org/W3023350488,2
https://openalex.org/W2574314595,https://openalex.org/W2919467037,2
https://openalex.org/W2568619829,https://openalex.org/W3194468518,2
https://openalex.org/W2568619829,https://openalex.org/W2789275349,2
https://openalex.org/W2567967956,https://openalex.org/W3011459318,2
https://openalex.org/W2558617245,https://openalex.org/W2568619829,2
https://openalex.org/W2554086314,https://openalex.org/W2810134117,2
https://openalex.org/W2554086314,https://openalex.org/W2805382151,2
https://openalex.org/W2554086314,https://openalex.org/W2578695135,2
https://openalex.org/W2554086314,https://openalex.org/W2574314595,2
https://openalex.org/W2554086314,https://openalex.org/W2567967956,2
https://openalex.org/W2554086314,https://openalex.org/W2558617245,2
https://openalex.org/W2515075153,https://openalex.org/W3194468518,2
https://openalex.org/W2094255732,https://openalex.org/W2554086314,2
https://openalex.org/W2515075153,https://openalex.org/W2596589504,2
https://openalex.org/W2417249256,https://openalex.org/W3184750000,2
https://openalex.org/W2417249256,https://openalex.org/W2596589504,2
https://openalex.org/W2417249256,https://openalex.org/W2568619829,2
https://openalex.org/W2409632422,https://openalex.org/W2797086257,2
https://openalex.org/W2409632422,https://openalex.org/W2597608082,2
https://openalex.org/W2409632422,https://openalex.org/W2417249256,2
https://openalex.org/W2404141049,https://openalex.org/W3023350488,2
https://openalex.org/W2404141049,https://openalex.org/W3011459318,2
https://openalex.org/W2404141049,https://openalex.org/W2810134117,2
https://openalex.org/W2404141049,https://openalex.org/W2596589504,2
https://openalex.org/W2567967956,https://openalex.org/W2574314595,2
https://openalex.org/W2162084786,https://openalex.org/W3082361867,2
https://openalex.org/W2404141049,https://openalex.org/W2567967956,2
https://openalex.org/W2404141049,https://openalex.org/W2558617245,2
https://openalex.org/W2404141049,https://openalex.org/W2417249256,2
https://openalex.org/W2107583208,https://openalex.org/W2803456993,2
https://openalex.org/W2107583208,https://openalex.org/W2596589504,2
https://openalex.org/W2326394492,https://openalex.org/W2805382151,2
https://openalex.org/W2326394492,https://openalex.org/W2597608082,2
https://openalex.org/W2326394492,https://openalex.org/W2568619829,2
https://openalex.org/W2409632422,https://openalex.org/W2578695135,2
https://openalex.org/W2409632422,https://openalex.org/W2558617245,2
https://openalex.org/W2574314595,https://openalex.org/W3082361867,2
https://openalex.org/W2292624613,https://openalex.org/W2597608082,2
https://openalex.org/W2292624613,https://openalex.org/W2578695135,2
https://openalex.org/W2214124115,https://openalex.org/W2803456993,2
https://openalex.org/W2214124115,https://openalex.org/W2597608082,2
https://openalex.org/W2214124115,https://openalex.org/W2596589504,2
https://openalex.org/W2214124115,https://openalex.org/W2578695135,2
https://openalex.org/W2214124115,https://openalex.org/W2574314595,2
https://openalex.org/W2214124115,https://openalex.org/W2568619829,2
https://openalex.org/W2162084786,https://openalex.org/W3011459318,2
https://openalex.org/W2162084786,https://openalex.org/W3008352878,2
https://openalex.org/W2162084786,https://openalex.org/W2803456993,2
https://openalex.org/W2107583208,https://openalex.org/W3194468518,2
https://openalex.org/W2107583208,https://openalex.org/W3011459318,2
https://openalex.org/W2107583208,https://openalex.org/W3008352878,2
https://openalex.org/W2107583208,https://openalex.org/W2805382151,2
https://openalex.org/W2162084786,https://openalex.org/W2789275349,2
https://openalex.org/W2162084786,https://openalex.org/W2596589504,2
https://openalex.org/W2162084786,https://openalex.org/W2578695135,2
https://openalex.org/W2162084786,https://openalex.org/W2558617245,2
https://openalex.org/W2162084786,https://openalex.org/W2417249256,2
https://openalex.org/W2132572134,https://openalex.org/W3184750000,2
https://openalex.org/W2132572134,https://openalex.org/W3011459318,2
https://openalex.org/W2578695135,https://openalex.org/W3184750000,2
https://openalex.org/W2099504029,https://openalex.org/W2578695135,2
https://openalex.org/W2578695135,https://openalex.org/W2919467037,2
https://openalex.org/W2558617245,https://openalex.org/W3119033176,2
https://openalex.org/W2558617245,https://openalex.org/W2919467037,2
https://openalex.org/W2132572134,https://openalex.org/W2810134117,2
https://openalex.org/W2132572134,https://openalex.org/W2417249256,2
https://openalex.org/W2132572134,https://openalex.org/W2214124115,2
https://openalex.org/W2129236002,https://openalex.org/W3184750000,2
https://openalex.org/W3032488597,https://openalex.org/W3194468518,2
https://openalex.org/W3023350488,https://openalex.org/W3032488597,2
https://openalex.org/W3011459318,https://openalex.org/W3194468518,2
https://openalex.org/W3032488597,https://openalex.org/W4213209390,2
https://openalex.org/W3092112515,https://openalex.org/W4383683112,1
https://openalex.org/W3082361867,https://openalex.org/W3194468518,1
https://openalex.org/W3082361867,https://openalex.org/W4213209390,1
https://openalex.org/W3082361867,https://openalex.org/W4297924435,1
https://openalex.org/W3092112515,https://openalex.org/W3184750000,1
https://openalex.org/W3092112515,https://openalex.org/W3194468518,1
https://openalex.org/W3092112515,https://openalex.org/W4213209390,1
https://openalex.org/W3008406854,https://openalex.org/W4213209390,1
https://openalex.org/W2099504029,https://openalex.org/W2767698603,1
https://openalex.org/W2099504029,https://openalex.org/W2558617245,1
https://openalex.org/W1992314144,https://openalex.org/W2793916928,1
https://openalex.org/W3082361867,https://openalex.org/W3184750000,1
https://openalex.org/W3008406854,https://openalex.org/W3092112515,1
https://openalex.org/W3008406854,https://openalex.org/W3082361867,1
https://openalex.org/W3008406854,https://openalex.org/W3033576592,1
https://openalex.org/W3008406854,https://openalex.org/W3032488597,1
https://openalex.org/W3008352878,https://openalex.org/W4213209390,1
https://openalex.org/W3008352878,https://openalex.org/W3194468518,1
https://openalex.org/W3008352878,https://openalex.org/W3184750000,1
https://openalex.org/W3008352878,https://openalex.org/W3092112515,1
https://openalex.org/W3008352878,https://openalex.org/W3082361867,1
https://openalex.org/W3008352878,https://openalex.org/W3033576592,1
https://openalex.org/W3008352878,https://openalex.org/W3032488597,1
https://openalex.org/W2132572134,https://openalex.org/W2472430800,1
https://openalex.org/W2132572134,https://openalex.org/W2326394492,1
https://openalex.org/W2129236002,https://openalex.org/W4297924435,1
https://openalex.org/W2129236002,https://openalex.org/W4213209390,1
https://openalex.org/W2129236002,https://openalex.org/W3082361867,1
https://openalex.org/W2129236002,https://openalex.org/W3033576592,1
https://openalex.org/W2129236002,https://openalex.org/W3032488597,1
https://openalex.org/W2129236002,https://openalex.org/W3011459318,1
https://openalex.org/W2129236002,https://openalex.org/W3008406854,1
https://openalex.org/W2129236002,https://openalex.org/W3002456473,1
https://openalex.org/W2129236002,https://openalex.org/W2907434000,1
https://openalex.org/W3015498887,https://openalex.org/W3032488597,1
https://openalex.org/W2099504029,https://openalex.org/W3032488597,1
https://openalex.org/W2099504029,https://openalex.org/W3008352878,1
https://openalex.org/W1992314144,https://openalex.org/W4409721497,1
https://openalex.org/W3032488597,https://openalex.org/W3092112515,1
https://openalex.org/W2132572134,https://openalex.org/W3082361867,1
https://openalex.org/W2132572134,https://openalex.org/W3033576592,1
https://openalex.org/W2132572134,https://openalex.org/W3032488597,1
https://openalex.org/W2132572134,https://openalex.org/W3023350488,1
https://openalex.org/W2132572134,https://openalex.org/W3008406854,1
https://openalex.org/W2132572134,https://openalex.org/W3008352878,1
https://openalex.org/W2132572134,https://openalex.org/W3002456473,1
https://openalex.org/W2132572134,https://openalex.org/W2919467037,1
https://openalex.org/W2132572134,https://openalex.org/W2907434000,1
https://openalex.org/W2132572134,https://openalex.org/W2805382151,1
https://openalex.org/W2132572134,https://openalex.org/W2789275349,1
https://openalex.org/W2132572134,https://openalex.org/W2767698603,1
https://openalex.org/W2132572134,https://openalex.org/W2596589504,1
https://openalex.org/W2132572134,https://openalex.org/W2558617245,1
https://openalex.org/W2132572134,https://openalex.org/W2554086314,1
https://openalex.org/W2132572134,https://openalex.org/W2515075153,1
https://openalex.org/W2129236002,https://openalex.org/W2767698603,1
https://openalex.org/W2129236002,https://openalex.org/W2578695135,1
https://openalex.org/W2129236002,https://openalex.org/W2574314595,1
https://openalex.org/W2129236002,https://openalex.org/W2567967956,1
https://openalex.org/W2129236002,https://openalex.org/W2558617245,1
https://openalex.org/W2107583208,https://openalex.org/W4213209390,1
https://openalex.org/W2107583208,https://openalex.org/W3033576592,1
https://openalex.org/W2107583208,https://openalex.org/W3032488597,1
https://openalex.org/W2107583208,https://openalex.org/W3008406854,1
https://openalex.org/W2107583208,https://openalex.org/W3002456473,1
https://openalex.org/W2107583208,https://openalex.org/W2907434000,1
https://openalex.org/W2162084786,https://openalex.org/W2767698603,1
https://openalex.org/W2162084786,https://openalex.org/W2574314595,1
https://openalex.org/W2162084786,https://openalex.org/W2554086314,1
https://openalex.org/W2132572134,https://openalex.org/W4213209390,1
https://openalex.org/W2132572134,https://openalex.org/W3092112515,1
https://openalex.org/W2214124115,https://openalex.org/W2907434000,1
https://openalex.org/W2214124115,https://openalex.org/W2810134117,1
https://openalex.org/W2214124115,https://openalex.org/W2805382151,1
https://openalex.org/W2214124115,https://openalex.org/W2767698603,1
https://openalex.org/W2214124115,https://openalex.org/W2567967956,1
https://openalex.org/W2214124115,https://openalex.org/W2558617245,1
https://openalex.org/W2214124115,https://openalex.org/W2554086314,1
https://openalex.org/W2214124115,https://openalex.org/W2409632422,1
https://openalex.org/W2162084786,https://openalex.org/W4297924435,1
https://openalex.org/W2162084786,https://openalex.org/W4213209390,1
https://openalex.org/W2162084786,https://openalex.org/W3033576592,1
https://openalex.org/W2162084786,https://openalex.org/W3032488597,1
https://openalex.org/W2162084786,https://openalex.org/W3008406854,1
https://openalex.org/W2162084786,https://openalex.org/W3002456473,1
https://openalex.org/W2162084786,https://openalex.org/W2907434000,1
https://openalex.org/W2129236002,https://openalex.org/W2805382151,1
https://openalex.org/W2292624613,https://openalex.org/W2907434000,1
https://openalex.org/W2292624613,https://openalex.org/W2805382151,1
https://openalex.org/W2292624613,https://openalex.org/W2789275349,1
https://openalex.org/W2292624613,https://openalex.org/W2596589504,1
https://openalex.org/W2292624613,https://openalex.org/W2558617245,1
https://openalex.org/W2292624613,https://openalex.org/W2417249256,1
https://openalex.org/W2214124115,https://openalex.org/W4297924435,1
https://openalex.org/W2214124115,https://openalex.org/W4213209390,1
https://openalex.org/W2214124115,https://openalex.org/W3184750000,1
https://openalex.org/W2214124115,https://openalex.org/W3092112515,1
https://openalex.org/W2214124115,https://openalex.org/W3033576592,1
https://openalex.org/W2214124115,https://openalex.org/W3032488597,1
https://openalex.org/W2214124115,https://openalex.org/W3023350488,1
https://openalex.org/W2214124115,https://openalex.org/W3011459318,1
https://openalex.org/W2214124115,https://openalex.org/W3008406854,1
https://openalex.org/W2214124115,https://openalex.org/W3002456473,1
https://openalex.org/W2326394492,https://openalex.org/W2803456993,1
https://openalex.org/W2326394492,https://openalex.org/W2789275349,1
https://openalex.org/W2326394492,https://openalex.org/W2596589504,1
https://openalex.org/W2326394492,https://openalex.org/W2578695135,1
https://openalex.org/W2326394492,https://openalex.org/W2574314595,1
https://openalex.org/W2326394492,https://openalex.org/W2558617245,1
https://openalex.org/W2326394492,https://openalex.org/W2554086314,1
https://openalex.org/W2326394492,https://openalex.org/W2417249256,1
https://openalex.org/W2292624613,https://openalex.org/W4213209390,1
https://openalex.org/W2292624613,https://openalex.org/W3092112515,1
https://openalex.org/W2292624613,https://openalex.org/W3082361867,1
https://openalex.org/W2292624613,https://openalex.org/W3033576592,1
https://openalex.org/W2292624613,https://openalex.org/W3032488597,1
https://openalex.org/W2292624613,https://openalex.org/W3011459318,1
https://openalex.org/W2292624613,https://openalex.org/W3008406854,1
https://openalex.org/W2292624613,https://openalex.org/W3002456473,1
https://openalex.org/W2326394492,https://openalex.org/W3002456473,1
https://openalex.org/W2326394492,https://openalex.org/W2907434000,1
https://openalex.org/W2107583208,https://openalex.org/W2767698603,1
https://openalex.org/W2107583208,https://openalex.org/W2554086314,1
https://openalex.org/W2094255732,https://openalex.org/W4213209390,1
https://openalex.org/W2094255732,https://openalex.org/W3184750000,1
https://openalex.org/W2094255732,https://openalex.org/W3092112515,1
https://openalex.org/W2094255732,https://openalex.org/W3033576592,1
https://openalex.org/W2094255732,https://openalex.org/W3032488597,1
https://openalex.org/W2094255732,https://openalex.org/W3011459318,1
https://openalex.org/W2094255732,https://openalex.org/W3008406854,1
https://openalex.org/W2094255732,https://openalex.org/W3008352878,1
https://openalex.org/W2094255732,https://openalex.org/W3002456473,1
https://openalex.org/W2094255732,https://openalex.org/W2919467037,1
https://openalex.org/W2094255732,https://openalex.org/W2907434000,1
https://openalex.org/W2094255732,https://openalex.org/W2805382151,1
https://openalex.org/W2409632422,https://openalex.org/W2472430800,1
https://openalex.org/W2404141049,https://openalex.org/W4213209390,1
https://openalex.org/W2404141049,https://openalex.org/W3082361867,1
https://openalex.org/W2404141049,https://openalex.org/W3033576592,1
https://openalex.org/W2404141049,https://openalex.org/W3032488597,1
https://openalex.org/W2404141049,https://openalex.org/W3008406854,1
https://openalex.org/W2404141049,https://openalex.org/W3002456473,1
https://openalex.org/W2404141049,https://openalex.org/W2907434000,1
https://openalex.org/W2404141049,https://openalex.org/W2767698603,1
https://openalex.org/W2404141049,https://openalex.org/W2578695135,1
https://openalex.org/W2326394492,https://openalex.org/W4297924435,1
https://openalex.org/W2326394492,https://openalex.org/W4213209390,1
https://openalex.org/W2326394492,https://openalex.org/W3082361867,1
https://openalex.org/W2326394492,https://openalex.org/W3033576592,1
https://openalex.org/W2326394492,https://openalex.org/W3032488597,1
https://openalex.org/W2326394492,https://openalex.org/W3008406854,1
https://openalex.org/W2417249256,https://openalex.org/W2558617245,1
https://openalex.org/W2417249256,https://openalex.org/W2554086314,1
https://openalex.org/W2417249256,https://openalex.org/W2472430800,1
https://openalex.org/W2409632422,https://openalex.org/W4213209390,1
https://openalex.org/W2409632422,https://openalex.org/W3092112515,1
https://openalex.org/W2409632422,https://openalex.org/W3082361867,1
https://openalex.org/W2409632422,https://openalex.org/W3033576592,1
https://openalex.org/W2409632422,https://openalex.org/W3011459318,1
https://openalex.org/W2409632422,https://openalex.org/W3008406854,1
https://openalex.org/W2409632422,https://openalex.org/W3008352878,1
https://openalex.org/W2409632422,https://openalex.org/W3002456473,1
https://openalex.org/W2409632422,https://openalex.org/W2907434000,1
https://openalex.org/W2409632422,https://openalex.org/W2803456993,1
https://openalex.org/W2409632422,https://openalex.org/W2789275349,1
https://openalex.org/W2409632422,https://openalex.org/W2596589504,1
https://openalex.org/W2409632422,https://openalex.org/W2515075153,1
https://openalex.org/W2472430800,https://openalex.org/W2554086314,1
https://openalex.org/W2417249256,https://openalex.org/W4213209390,1
https://openalex.org/W2417249256,https://openalex.org/W3194468518,1
https://openalex.org/W2417249256,https://openalex.org/W3082361867,1
https://openalex.org/W2417249256,https://openalex.org/W3033576592,1
https://openalex.org/W2417249256,https://openalex.org/W3032488597,1
https://openalex.org/W2417249256,https://openalex.org/W3011459318,1
https://openalex.org/W2417249256,https://openalex.org/W3008406854,1
https://openalex.org/W2417249256,https://openalex.org/W3002456473,1
https://openalex.org/W2417249256,https://openalex.org/W2919467037,1
https://openalex.org/W2417249256,https://openalex.org/W2907434000,1
https://openalex.org/W2417249256,https://openalex.org/W2805382151,1
https://openalex.org/W2417249256,https://openalex.org/W2803456993,1
https://openalex.org/W2417249256,https://openalex.org/W2797086257,1
https://openalex.org/W2417249256,https://openalex.org/W2767698603,1
https://openalex.org/W2417249256,https://openalex.org/W2574314595,1
https://openalex.org/W2472430800,https://openalex.org/W3082361867,1
https://openalex.org/W2472430800,https://openalex.org/W3033576592,1
https://openalex.org/W2472430800,https://openalex.org/W3032488597,1
https://openalex.org/W2472430800,https://openalex.org/W3011459318,1
https://openalex.org/W2472430800,https://openalex.org/W3008406854,1
https://openalex.org/W2472430800,https://openalex.org/W3008352878,1
https://openalex.org/W2472430800,https://openalex.org/W3002456473,1
https://openalex.org/W2472430800,https://openalex.org/W2907434000,1
https://openalex.org/W2472430800,https://openalex.org/W2805382151,1
https://openalex.org/W2472430800,https://openalex.org/W2803456993,1
https://openalex.org/W2472430800,https://openalex.org/W2597608082,1
https://openalex.org/W2472430800,https://openalex.org/W2596589504,1
https://openalex.org/W2472430800,https://openalex.org/W2578695135,1
https://openalex.org/W2472430800,https://openalex.org/W2574314595,1
https://openalex.org/W2472430800,https://openalex.org/W2568619829,1
https://openalex.org/W2472430800,https://openalex.org/W2558617245,1
https://openalex.org/W2007201594,https://openalex.org/W3011459318,1
https://openalex.org/W2007201594,https://openalex.org/W3008406854,1
https://openalex.org/W2515075153,https://openalex.org/W3023350488,1
https://openalex.org/W2515075153,https://openalex.org/W3008406854,1
https://openalex.org/W2515075153,https://openalex.org/W3002456473,1
https://openalex.org/W2515075153,https://openalex.org/W2907434000,1
https://openalex.org/W2515075153,https://openalex.org/W2810134117,1
https://openalex.org/W2515075153,https://openalex.org/W2805382151,1
https://openalex.org/W2515075153,https://openalex.org/W2803456993,1
https://openalex.org/W2515075153,https://openalex.org/W2767698603,1
https://openalex.org/W2515075153,https://openalex.org/W2597608082,1
https://openalex.org/W2515075153,https://openalex.org/W2578695135,1
https://openalex.org/W2515075153,https://openalex.org/W2574314595,1
https://openalex.org/W2515075153,https://openalex.org/W2567967956,1
https://openalex.org/W2515075153,https://openalex.org/W2558617245,1
https://openalex.org/W2472430800,https://openalex.org/W4213209390,1
https://openalex.org/W2515075153,https://openalex.org/W3082361867,1
https://openalex.org/W2515075153,https://openalex.org/W3033576592,1
https://openalex.org/W2515075153,https://openalex.org/W3032488597,1
https://openalex.org/W2094255732,https://openalex.org/W2803456993,1
https://openalex.org/W2094255732,https://openalex.org/W2767698603,1
https://openalex.org/W2094255732,https://openalex.org/W2596589504,1
https://openalex.org/W2094255732,https://openalex.org/W2515075153,1
https://openalex.org/W2094255732,https://openalex.org/W2472430800,1
https://openalex.org/W2094255732,https://openalex.org/W2326394492,1
https://openalex.org/W2007201594,https://openalex.org/W4297924435,1
https://openalex.org/W2007201594,https://openalex.org/W4213209390,1
https://openalex.org/W2007201594,https://openalex.org/W3194468518,1
https://openalex.org/W2007201594,https://openalex.org/W3184750000,1
https://openalex.org/W2007201594,https://openalex.org/W3092112515,1
https://openalex.org/W2007201594,https://openalex.org/W3033576592,1
https://openalex.org/W2007201594,https://openalex.org/W3032488597,1
https://openalex.org/W2554086314,https://openalex.org/W3082361867,1
https://openalex.org/W2554086314,https://openalex.org/W3033576592,1
https://openalex.org/W2554086314,https://openalex.org/W3032488597,1
https://openalex.org/W2554086314,https://openalex.org/W3011459318,1
https://openalex.org/W2554086314,https://openalex.org/W3008406854,1
https://openalex.org/W2554086314,https://openalex.org/W3005981547,1
https://openalex.org/W2554086314,https://openalex.org/W3002456473,1
https://openalex.org/W2554086314,https://openalex.org/W2919467037,1
https://openalex.org/W2554086314,https://openalex.org/W2907434000,1
https://openalex.org/W2554086314,https://openalex.org/W2803456993,1
https://openalex.org/W2554086314,https://openalex.org/W2797086257,1
https://openalex.org/W2554086314,https://openalex.org/W2789275349,1
https://openalex.org/W2554086314,https://openalex.org/W2767698603,1
https://openalex.org/W2554086314,https://openalex.org/W2597608082,1
https://openalex.org/W2515075153,https://openalex.org/W4213209390,1
https://openalex.org/W2515075153,https://openalex.org/W3184750000,1
https://openalex.org/W2558617245,https://openalex.org/W3008406854,1
https://openalex.org/W2558617245,https://openalex.org/W3008352878,1
https://openalex.org/W2558617245,https://openalex.org/W3002456473,1
https://openalex.org/W2558617245,https://openalex.org/W2907434000,1
https://openalex.org/W2558617245,https://openalex.org/W2805382151,1
https://openalex.org/W2558617245,https://openalex.org/W2803456993,1
https://openalex.org/W2558617245,https://openalex.org/W2797086257,1
https://openalex.org/W2558617245,https://openalex.org/W2789275349,1
https://openalex.org/W2558617245,https://openalex.org/W2767698603,1
https://openalex.org/W2558617245,https://openalex.org/W2596589504,1
https://openalex.org/W2558617245,https://openalex.org/W2574314595,1
https://openalex.org/W2554086314,https://openalex.org/W4297924435,1
https://openalex.org/W2554086314,https://openalex.org/W4213209390,1
https://openalex.org/W2554086314,https://openalex.org/W3194468518,1
https://openalex.org/W2554086314,https://openalex.org/W3119033176,1
https://openalex.org/W2554086314,https://openalex.org/W3092112515,1
https://openalex.org/W2567967956,https://openalex.org/W3002456473,1
https://openalex.org/W2567967956,https://openalex.org/W2907434000,1
https://openalex.org/W2567967956,https://openalex.org/W2803456993,1
https://openalex.org/W2567967956,https://openalex.org/W2797086257,1
https://openalex.org/W2567967956,https://openalex.org/W2789275349,1
https://openalex.org/W2567967956,https://openalex.org/W2596589504,1
https://openalex.org/W2567967956,https://openalex.org/W2568619829,1
https://openalex.org/W2558617245,https://openalex.org/W4297924435,1
https://openalex.org/W2558617245,https://openalex.org/W4213209390,1
https://openalex.org/W2558617245,https://openalex.org/W3194468518,1
https://openalex.org/W2558617245,https://openalex.org/W3184750000,1
https://openalex.org/W2558617245,https://openalex.org/W3092112515,1
https://openalex.org/W2558617245,https://openalex.org/W3033576592,1
https://openalex.org/W2558617245,https://openalex.org/W3032488597,1
https://openalex.org/W2558617245,https://openalex.org/W3023350488,1
https://openalex.org/W2558617245,https://openalex.org/W3011459318,1
https://openalex.org/W2568619829,https://openalex.org/W3033576592,1
https://openalex.org/W2568619829,https://openalex.org/W3032488597,1
https://openalex.org/W2568619829,https://openalex.org/W3011459318,1
https://openalex.org/W2568619829,https://openalex.org/W3008406854,1
https://openalex.org/W2568619829,https://openalex.org/W3002456473,1
https://openalex.org/W2568619829,https://openalex.org/W2907434000,1
https://openalex.org/W2568619829,https://openalex.org/W2810134117,1
https://openalex.org/W2568619829,https://openalex.org/W2805382151,1
https://openalex.org/W2568619829,https://openalex.org/W2767698603,1
https://openalex.org/W2568619829,https://openalex.org/W2597608082,1
https://openalex.org/W2568619829,https://openalex.org/W2578695135,1
https://openalex.org/W2567967956,https://openalex.org/W4297924435,1
https://openalex.org/W2567967956,https://openalex.org/W4213209390,1
https://openalex.org/W2567967956,https://openalex.org/W3092112515,1
https://openalex.org/W2567967956,https://openalex.org/W3033576592,1
https://openalex.org/W2567967956,https://openalex.org/W3008352878,1
https://openalex.org/W2574314595,https://openalex.org/W3033576592,1
https://openalex.org/W2574314595,https://openalex.org/W3032488597,1
https://openalex.org/W2574314595,https://openalex.org/W3011459318,1
https://openalex.org/W2574314595,https://openalex.org/W3008406854,1
https://openalex.org/W2574314595,https://openalex.org/W3008352878,1
https://openalex.org/W2574314595,https://openalex.org/W3002456473,1
https://openalex.org/W2574314595,https://openalex.org/W2907434000,1
https://openalex.org/W2574314595,https://openalex.org/W2810134117,1
https://openalex.org/W2574314595,https://openalex.org/W2789275349,1
https://openalex.org/W2574314595,https://openalex.org/W2767698603,1
https://openalex.org/W2574314595,https://openalex.org/W2596589504,1
https://openalex.org/W2574314595,https://openalex.org/W2578695135,1
https://openalex.org/W2568619829,https://openalex.org/W4213209390,1
https://openalex.org/W2568619829,https://openalex.org/W3184750000,1
https://openalex.org/W2568619829,https://openalex.org/W3092112515,1
https://openalex.org/W2568619829,https://openalex.org/W3082361867,1
https://openalex.org/W2007201594,https://openalex.org/W2472430800,1
https://openalex.org/W2578695135,https://openalex.org/W3032488597,1
https://openalex.org/W2578695135,https://openalex.org/W3023350488,1
https://openalex.org/W2578695135,https://openalex.org/W3011459318,1
https://openalex.org/W2578695135,https://openalex.org/W3008406854,1
https://openalex.org/W2578695135,https://openalex.org/W3008352878,1
https://openalex.org/W2578695135,https://openalex.org/W3002456473,1
https://openalex.org/W2578695135,https://openalex.org/W2907434000,1
https://openalex.org/W2578695135,https://openalex.org/W2805382151,1
https://openalex.org/W2578695135,https://openalex.org/W2797086257,1
https://openalex.org/W2578695135,https://openalex.org/W2789275349,1
https://openalex.org/W2578695135,https://openalex.org/W2767698603,1
https://openalex.org/W2578695135,https://openalex.org/W2596589504,1
https://openalex.org/W2574314595,https://openalex.org/W4213209390,1
https://openalex.org/W2574314595,https://openalex.org/W3184750000,1
https://openalex.org/W2574314595,https://openalex.org/W3092112515,1
https://openalex.org/W2578695135,https://openalex.org/W3194468518,1
https://openalex.org/W2578695135,https://openalex.org/W3092112515,1
https://openalex.org/W2578695135,https://openalex.org/W3033576592,1
https://openalex.org/W2007201594,https://openalex.org/W3008352878,1
https://openalex.org/W2007201594,https://openalex.org/W3002456473,1
https://openalex.org/W2007201594,https://openalex.org/W2919467037,1
https://openalex.org/W2007201594,https://openalex.org/W2907434000,1
https://openalex.org/W2007201594,https://openalex.org/W2805382151,1
https://openalex.org/W2007201594,https://openalex.org/W2803456993,1
https://openalex.org/W2007201594,https://openalex.org/W2797086257,1
https://openalex.org/W2007201594,https://openalex.org/W2789275349,1
https://openalex.org/W2007201594,https://openalex.org/W2767698603,1
https://openalex.org/W2007201594,https://openalex.org/W2596589504,1
https://openalex.org/W2007201594,https://openalex.org/W2574314595,1
https://openalex.org/W2007201594,https://openalex.org/W2568619829,1
https://openalex.org/W2007201594,https://openalex.org/W2515075153,1
https://openalex.org/W2596589504,https://openalex.org/W3033576592,1
https://openalex.org/W2596589504,https://openalex.org/W3032488597,1
https://openalex.org/W2596589504,https://openalex.org/W3011459318,1
https://openalex.org/W2596589504,https://openalex.org/W3008406854,1
https://openalex.org/W2596589504,https://openalex.org/W3005981547,1
https://openalex.org/W2596589504,https://openalex.org/W3002456473,1
https://openalex.org/W2596589504,https://openalex.org/W2919467037,1
https://openalex.org/W2596589504,https://openalex.org/W2907434000,1
https://openalex.org/W2596589504,https://openalex.org/W2810134117,1
https://openalex.org/W2596589504,https://openalex.org/W2805382151,1
https://openalex.org/W2596589504,https://openalex.org/W2803456993,1
https://openalex.org/W2596589504,https://openalex.org/W2797086257,1
https://openalex.org/W2596589504,https://openalex.org/W2767698603,1
https://openalex.org/W2596589504,https://openalex.org/W2597608082,1
https://openalex.org/W2578695135,https://openalex.org/W4297924435,1
https://openalex.org/W2578695135,https://openalex.org/W4213209390,1
https://openalex.org/W2597608082,https://openalex.org/W3092112515,1
https://openalex.org/W2597608082,https://openalex.org/W3033576592,1
https://openalex.org/W2597608082,https://openalex.org/W3032488597,1
https://openalex.org/W2597608082,https://openalex.org/W3023350488,1
https://openalex.org/W2597608082,https://openalex.org/W3008352878,1
https://openalex.org/W2597608082,https://openalex.org/W3002456473,1
https://openalex.org/W2597608082,https://openalex.org/W2919467037,1
https://openalex.org/W2597608082,https://openalex.org/W2907434000,1
https://openalex.org/W2597608082,https://openalex.org/W2789275349,1
https://openalex.org/W2597608082,https://openalex.org/W2767698603,1
https://openalex.org/W2596589504,https://openalex.org/W4297924435,1
https://openalex.org/W2596589504,https://openalex.org/W4213209390,1
https://openalex.org/W2596589504,https://openalex.org/W3194468518,1
https://openalex.org/W2596589504,https://openalex.org/W3184750000,1
https://openalex.org/W2596589504,https://openalex.org/W3092112515,1
https://openalex.org/W2596589504,https://openalex.org/W3082361867,1
https://openalex.org/W2789275349,https://openalex.org/W2803456993,1
https://openalex.org/W2767698603,https://openalex.org/W4297924435,1
https://openalex.org/W2767698603,https://openalex.org/W4213209390,1
https://openalex.org/W2767698603,https://openalex.org/W3092112515,1
https://openalex.org/W2767698603,https://openalex.org/W3033576592,1
https://openalex.org/W2767698603,https://openalex.org/W3011459318,1
